"Step","train/rewards/rejected","./SMOL_DPO_ALPHA_DIVERGENCE - train/rewards/rejected__MIN","./SMOL_DPO_ALPHA_DIVERGENCE - train/rewards/rejected__MAX"
"834","-23.299785614013672","-23.299785614013672","-23.299785614013672"
"835","-19.53955078125","-19.53955078125","-19.53955078125"
"836","-27.767309188842773","-27.767309188842773","-27.767309188842773"
"837","-37.90380859375","-37.90380859375","-37.90380859375"
"838","-24.841793060302734","-24.841793060302734","-24.841793060302734"
"839","-29.19384002685547","-29.19384002685547","-29.19384002685547"
"840","-28.974592208862305","-28.974592208862305","-28.974592208862305"
"841","-29.875553131103516","-29.875553131103516","-29.875553131103516"
"842","-27.711410522460938","-27.711410522460938","-27.711410522460938"
"843","-21.586572647094727","-21.586572647094727","-21.586572647094727"
"844","-26.885475158691406","-26.885475158691406","-26.885475158691406"
"845","-13.322027206420898","-13.322027206420898","-13.322027206420898"
"846","-19.599332809448242","-19.599332809448242","-19.599332809448242"
"847","-15.429139137268066","-15.429139137268066","-15.429139137268066"
"848","-29.594274520874023","-29.594274520874023","-29.594274520874023"
"849","-15.791184425354004","-15.791184425354004","-15.791184425354004"
"850","-28.243579864501953","-28.243579864501953","-28.243579864501953"
"851","-24.850662231445312","-24.850662231445312","-24.850662231445312"
"852","-29.7021427154541","-29.7021427154541","-29.7021427154541"
"853","-17.61490821838379","-17.61490821838379","-17.61490821838379"
"854","-19.371458053588867","-19.371458053588867","-19.371458053588867"
"855","-15.471029281616211","-15.471029281616211","-15.471029281616211"
"856","-25.7812442779541","-25.7812442779541","-25.7812442779541"
"857","-21.606956481933594","-21.606956481933594","-21.606956481933594"
"858","-17.898649215698242","-17.898649215698242","-17.898649215698242"
"859","-18.806306838989258","-18.806306838989258","-18.806306838989258"
"860","-17.599945068359375","-17.599945068359375","-17.599945068359375"
"861","-20.363725662231445","-20.363725662231445","-20.363725662231445"
"862","-19.08818244934082","-19.08818244934082","-19.08818244934082"
"863","-22.07996940612793","-22.07996940612793","-22.07996940612793"
"864","-15.983386039733887","-15.983386039733887","-15.983386039733887"
"865","-17.194175720214844","-17.194175720214844","-17.194175720214844"
"866","-26.481361389160156","-26.481361389160156","-26.481361389160156"
"867","-19.767776489257812","-19.767776489257812","-19.767776489257812"
"868","-8.629903793334961","-8.629903793334961","-8.629903793334961"
"869","-20.733901977539062","-20.733901977539062","-20.733901977539062"
"870","-21.817646026611328","-21.817646026611328","-21.817646026611328"
"871","-27.194137573242188","-27.194137573242188","-27.194137573242188"
"872","-23.588502883911133","-23.588502883911133","-23.588502883911133"
"873","-21.01340675354004","-21.01340675354004","-21.01340675354004"
"874","-20.430706024169922","-20.430706024169922","-20.430706024169922"
"875","-27.600208282470703","-27.600208282470703","-27.600208282470703"
"876","-32.52162170410156","-32.52162170410156","-32.52162170410156"
"877","-18.80095672607422","-18.80095672607422","-18.80095672607422"
"878","-13.867168426513672","-13.867168426513672","-13.867168426513672"
"879","-33.27338409423828","-33.27338409423828","-33.27338409423828"
"880","-26.37464714050293","-26.37464714050293","-26.37464714050293"
"881","-19.492904663085938","-19.492904663085938","-19.492904663085938"
"882","-28.28227996826172","-28.28227996826172","-28.28227996826172"
"883","-28.17947769165039","-28.17947769165039","-28.17947769165039"
"884","-31.956275939941406","-31.956275939941406","-31.956275939941406"
"885","-17.558555603027344","-17.558555603027344","-17.558555603027344"
"886","-25.109493255615234","-25.109493255615234","-25.109493255615234"
"887","-21.948726654052734","-21.948726654052734","-21.948726654052734"
"888","-16.145790100097656","-16.145790100097656","-16.145790100097656"
"889","-19.239646911621094","-19.239646911621094","-19.239646911621094"
"890","-33.45154571533203","-33.45154571533203","-33.45154571533203"
"891","-13.238540649414062","-13.238540649414062","-13.238540649414062"
"892","-34.6675910949707","-34.6675910949707","-34.6675910949707"
"893","-33.77366638183594","-33.77366638183594","-33.77366638183594"
"894","-28.128820419311523","-28.128820419311523","-28.128820419311523"
"895","-31.242586135864258","-31.242586135864258","-31.242586135864258"
"896","-22.68524169921875","-22.68524169921875","-22.68524169921875"
"897","-23.735124588012695","-23.735124588012695","-23.735124588012695"
"898","-24.119260787963867","-24.119260787963867","-24.119260787963867"
"899","-32.76618194580078","-32.76618194580078","-32.76618194580078"
"900","-11.519235610961914","-11.519235610961914","-11.519235610961914"
"901","-21.552654266357422","-21.552654266357422","-21.552654266357422"
"902","-22.666175842285156","-22.666175842285156","-22.666175842285156"
"903","-21.91796875","-21.91796875","-21.91796875"
"904","-29.77654457092285","-29.77654457092285","-29.77654457092285"
"905","-31.381641387939453","-31.381641387939453","-31.381641387939453"
"906","-30.98753547668457","-30.98753547668457","-30.98753547668457"
"907","-16.010520935058594","-16.010520935058594","-16.010520935058594"
"908","-18.469011306762695","-18.469011306762695","-18.469011306762695"
"909","-24.862464904785156","-24.862464904785156","-24.862464904785156"
"910","-31.96117401123047","-31.96117401123047","-31.96117401123047"
"911","-26.092498779296875","-26.092498779296875","-26.092498779296875"
"912","-26.32126235961914","-26.32126235961914","-26.32126235961914"
"913","-30.847640991210938","-30.847640991210938","-30.847640991210938"
"914","-11.585502624511719","-11.585502624511719","-11.585502624511719"
"915","-19.489303588867188","-19.489303588867188","-19.489303588867188"
"916","-29.229293823242188","-29.229293823242188","-29.229293823242188"
"917","-31.14019012451172","-31.14019012451172","-31.14019012451172"
"918","-27.200624465942383","-27.200624465942383","-27.200624465942383"
"919","-23.150754928588867","-23.150754928588867","-23.150754928588867"
"920","-19.529216766357422","-19.529216766357422","-19.529216766357422"
"921","-30.066740036010742","-30.066740036010742","-30.066740036010742"
"922","-24.94235610961914","-24.94235610961914","-24.94235610961914"
"923","-17.584543228149414","-17.584543228149414","-17.584543228149414"
"924","-15.248462677001953","-15.248462677001953","-15.248462677001953"
"925","-24.75468635559082","-24.75468635559082","-24.75468635559082"
"926","-21.65195083618164","-21.65195083618164","-21.65195083618164"
"927","-24.434795379638672","-24.434795379638672","-24.434795379638672"
"928","-26.776790618896484","-26.776790618896484","-26.776790618896484"
"929","-30.219873428344727","-30.219873428344727","-30.219873428344727"
"930","-37.189552307128906","-37.189552307128906","-37.189552307128906"
"931","-22.69139862060547","-22.69139862060547","-22.69139862060547"
"932","-17.423744201660156","-17.423744201660156","-17.423744201660156"
"933","-16.463918685913086","-16.463918685913086","-16.463918685913086"
"934","-29.697059631347656","-29.697059631347656","-29.697059631347656"
"935","-20.658557891845703","-20.658557891845703","-20.658557891845703"
"936","-19.765050888061523","-19.765050888061523","-19.765050888061523"
"937","-29.29171371459961","-29.29171371459961","-29.29171371459961"
"938","-24.768970489501953","-24.768970489501953","-24.768970489501953"
"939","-17.197811126708984","-17.197811126708984","-17.197811126708984"
"940","-22.943252563476562","-22.943252563476562","-22.943252563476562"
"941","-18.57332992553711","-18.57332992553711","-18.57332992553711"
"942","-27.078805923461914","-27.078805923461914","-27.078805923461914"
"943","-16.62869644165039","-16.62869644165039","-16.62869644165039"
"944","-21.910411834716797","-21.910411834716797","-21.910411834716797"
"945","-28.130870819091797","-28.130870819091797","-28.130870819091797"
"946","-27.884048461914062","-27.884048461914062","-27.884048461914062"
"947","-29.830299377441406","-29.830299377441406","-29.830299377441406"
"948","-22.5589599609375","-22.5589599609375","-22.5589599609375"
"949","-24.879169464111328","-24.879169464111328","-24.879169464111328"
"950","-28.070484161376953","-28.070484161376953","-28.070484161376953"
"951","-33.74380111694336","-33.74380111694336","-33.74380111694336"
"952","-20.519716262817383","-20.519716262817383","-20.519716262817383"
"953","-35.84602355957031","-35.84602355957031","-35.84602355957031"
"954","-23.706584930419922","-23.706584930419922","-23.706584930419922"
"955","-25.933364868164062","-25.933364868164062","-25.933364868164062"
"956","-12.766949653625488","-12.766949653625488","-12.766949653625488"
"957","-14.43664836883545","-14.43664836883545","-14.43664836883545"
"958","-23.438512802124023","-23.438512802124023","-23.438512802124023"
"959","-14.278839111328125","-14.278839111328125","-14.278839111328125"
"960","-17.95699119567871","-17.95699119567871","-17.95699119567871"
"961","-25.755352020263672","-25.755352020263672","-25.755352020263672"
"962","-20.45840835571289","-20.45840835571289","-20.45840835571289"
"963","-18.489479064941406","-18.489479064941406","-18.489479064941406"
"964","-24.52570343017578","-24.52570343017578","-24.52570343017578"
"965","-14.105627059936523","-14.105627059936523","-14.105627059936523"
"966","-28.730670928955078","-28.730670928955078","-28.730670928955078"
"967","-27.612783432006836","-27.612783432006836","-27.612783432006836"
"968","-12.219375610351562","-12.219375610351562","-12.219375610351562"
"969","-24.99047088623047","-24.99047088623047","-24.99047088623047"
"970","-28.27880096435547","-28.27880096435547","-28.27880096435547"
"971","-8.622011184692383","-8.622011184692383","-8.622011184692383"
"972","-22.404991149902344","-22.404991149902344","-22.404991149902344"
"973","-31.993627548217773","-31.993627548217773","-31.993627548217773"
"974","-26.596942901611328","-26.596942901611328","-26.596942901611328"
"975","-6.4629292488098145","-6.4629292488098145","-6.4629292488098145"
"976","-23.885051727294922","-23.885051727294922","-23.885051727294922"
"977","-19.54083824157715","-19.54083824157715","-19.54083824157715"
"978","-21.019615173339844","-21.019615173339844","-21.019615173339844"
"979","-22.523099899291992","-22.523099899291992","-22.523099899291992"
"980","-25.85611343383789","-25.85611343383789","-25.85611343383789"
"981","-38.52582550048828","-38.52582550048828","-38.52582550048828"
"982","-22.22946548461914","-22.22946548461914","-22.22946548461914"
"983","-22.550514221191406","-22.550514221191406","-22.550514221191406"
"984","-38.05040740966797","-38.05040740966797","-38.05040740966797"
"985","-24.21131134033203","-24.21131134033203","-24.21131134033203"
"986","-30.003292083740234","-30.003292083740234","-30.003292083740234"
"987","-25.36908721923828","-25.36908721923828","-25.36908721923828"
"988","-27.922290802001953","-27.922290802001953","-27.922290802001953"
"989","-24.281753540039062","-24.281753540039062","-24.281753540039062"
"990","-14.972087860107422","-14.972087860107422","-14.972087860107422"
"991","-21.87141990661621","-21.87141990661621","-21.87141990661621"
"992","-15.588375091552734","-15.588375091552734","-15.588375091552734"
"993","-18.820552825927734","-18.820552825927734","-18.820552825927734"
"994","-15.119644165039062","-15.119644165039062","-15.119644165039062"
"995","-19.568172454833984","-19.568172454833984","-19.568172454833984"
"996","-16.19647216796875","-16.19647216796875","-16.19647216796875"
"997","-28.94133758544922","-28.94133758544922","-28.94133758544922"
"998","-17.721708297729492","-17.721708297729492","-17.721708297729492"
"999","-25.865205764770508","-25.865205764770508","-25.865205764770508"
"1000","-21.365074157714844","-21.365074157714844","-21.365074157714844"
"1001","-13.381393432617188","-13.381393432617188","-13.381393432617188"
"1002","-15.390103340148926","-15.390103340148926","-15.390103340148926"
"1003","-23.284868240356445","-23.284868240356445","-23.284868240356445"
"1005","0","0","0"
"1006","0.0013362634927034378","0.0013362634927034378","0.0013362634927034378"
"1007","0.010960958898067474","0.010960958898067474","0.010960958898067474"
"1008","-0.026336312294006348","-0.026336312294006348","-0.026336312294006348"
"1009","-0.05240054056048393","-0.05240054056048393","-0.05240054056048393"
"1010","-0.06970079243183136","-0.06970079243183136","-0.06970079243183136"
"1011","-0.040206924080848694","-0.040206924080848694","-0.040206924080848694"
"1012","-0.07101456820964813","-0.07101456820964813","-0.07101456820964813"
"1013","-0.09589032828807831","-0.09589032828807831","-0.09589032828807831"
"1014","-0.09446213394403458","-0.09446213394403458","-0.09446213394403458"
"1015","-0.01359565369784832","-0.01359565369784832","-0.01359565369784832"
"1016","-0.0014262571930885315","-0.0014262571930885315","-0.0014262571930885315"
"1017","0.11696839332580566","0.11696839332580566","0.11696839332580566"
"1018","-0.08793330937623978","-0.08793330937623978","-0.08793330937623978"
"1019","0.06301438808441162","0.06301438808441162","0.06301438808441162"
"1020","-0.01150820218026638","-0.01150820218026638","-0.01150820218026638"
"1021","0.09124606847763062","0.09124606847763062","0.09124606847763062"
"1022","-0.1346627026796341","-0.1346627026796341","-0.1346627026796341"
"1023","-0.02442726492881775","-0.02442726492881775","-0.02442726492881775"
"1024","-0.051461465656757355","-0.051461465656757355","-0.051461465656757355"
"1025","-0.014736270532011986","-0.014736270532011986","-0.014736270532011986"
"1026","0.03777304291725159","0.03777304291725159","0.03777304291725159"
"1027","0.01688634231686592","0.01688634231686592","0.01688634231686592"
"1028","0.05777107924222946","0.05777107924222946","0.05777107924222946"
"1029","0.0010442882776260376","0.0010442882776260376","0.0010442882776260376"
"1030","0.0538526214659214","0.0538526214659214","0.0538526214659214"
"1031","0.034823231399059296","0.034823231399059296","0.034823231399059296"
"1032","0.03335604816675186","0.03335604816675186","0.03335604816675186"
"1033","-0.05706436187028885","-0.05706436187028885","-0.05706436187028885"
"1034","-0.04371506720781326","-0.04371506720781326","-0.04371506720781326"
"1035","-0.13810235261917114","-0.13810235261917114","-0.13810235261917114"
"1036","0.0019057318568229675","0.0019057318568229675","0.0019057318568229675"
"1037","-0.13337719440460205","-0.13337719440460205","-0.13337719440460205"
"1038","-0.061213910579681396","-0.061213910579681396","-0.061213910579681396"
"1039","-0.18553432822227478","-0.18553432822227478","-0.18553432822227478"
"1040","0.05067968741059303","0.05067968741059303","0.05067968741059303"
"1041","-0.1475616693496704","-0.1475616693496704","-0.1475616693496704"
"1042","0.1941055953502655","0.1941055953502655","0.1941055953502655"
"1043","-0.027574783191084862","-0.027574783191084862","-0.027574783191084862"
"1044","-0.09518997371196747","-0.09518997371196747","-0.09518997371196747"
"1045","-0.18531093001365662","-0.18531093001365662","-0.18531093001365662"
"1046","0.27292025089263916","0.27292025089263916","0.27292025089263916"
"1047","0.3267354965209961","0.3267354965209961","0.3267354965209961"
"1048","0.11928696185350418","0.11928696185350418","0.11928696185350418"
"1049","0.042733658105134964","0.042733658105134964","0.042733658105134964"
"1050","0.1024126410484314","0.1024126410484314","0.1024126410484314"
"1051","0.07107469439506531","0.07107469439506531","0.07107469439506531"
"1052","-0.1048695296049118","-0.1048695296049118","-0.1048695296049118"
"1053","0.38638606667518616","0.38638606667518616","0.38638606667518616"
"1054","0.2461460381746292","0.2461460381746292","0.2461460381746292"
"1055","0.28533831238746643","0.28533831238746643","0.28533831238746643"
"1056","0.1150011271238327","0.1150011271238327","0.1150011271238327"
"1057","0.3531794250011444","0.3531794250011444","0.3531794250011444"
"1058","0.2072942852973938","0.2072942852973938","0.2072942852973938"
"1059","0.18627993762493134","0.18627993762493134","0.18627993762493134"
"1060","0.26913926005363464","0.26913926005363464","0.26913926005363464"
"1061","0.3678622245788574","0.3678622245788574","0.3678622245788574"
"1062","-0.010126899927854538","-0.010126899927854538","-0.010126899927854538"
"1063","0.3928738832473755","0.3928738832473755","0.3928738832473755"
"1064","0.2664940059185028","0.2664940059185028","0.2664940059185028"
"1065","0.18483099341392517","0.18483099341392517","0.18483099341392517"
"1066","0.27938607335090637","0.27938607335090637","0.27938607335090637"
"1067","0.3800266981124878","0.3800266981124878","0.3800266981124878"
"1068","-0.020998995751142502","-0.020998995751142502","-0.020998995751142502"
"1069","0.31551167368888855","0.31551167368888855","0.31551167368888855"
"1070","0.08072306215763092","0.08072306215763092","0.08072306215763092"
"1071","0.40145716071128845","0.40145716071128845","0.40145716071128845"
"1072","0.30318009853363037","0.30318009853363037","0.30318009853363037"
"1073","0.23785531520843506","0.23785531520843506","0.23785531520843506"
"1074","0.2621324360370636","0.2621324360370636","0.2621324360370636"
"1075","0.3337119519710541","0.3337119519710541","0.3337119519710541"
"1076","0.29276198148727417","0.29276198148727417","0.29276198148727417"
"1077","0.27209237217903137","0.27209237217903137","0.27209237217903137"
"1078","0.5857552289962769","0.5857552289962769","0.5857552289962769"
"1079","0.457930326461792","0.457930326461792","0.457930326461792"
"1080","0.21225854754447937","0.21225854754447937","0.21225854754447937"
"1081","0.3906317949295044","0.3906317949295044","0.3906317949295044"
"1082","0.36109858751296997","0.36109858751296997","0.36109858751296997"
"1083","-0.06863940507173538","-0.06863940507173538","-0.06863940507173538"
"1084","0.27289658784866333","0.27289658784866333","0.27289658784866333"
"1085","0.49220746755599976","0.49220746755599976","0.49220746755599976"
"1086","-0.10002459585666656","-0.10002459585666656","-0.10002459585666656"
"1087","0.3541463315486908","0.3541463315486908","0.3541463315486908"
"1088","0.31583914160728455","0.31583914160728455","0.31583914160728455"
"1089","0.34624841809272766","0.34624841809272766","0.34624841809272766"
"1090","0.43547219038009644","0.43547219038009644","0.43547219038009644"
"1091","0.3972539007663727","0.3972539007663727","0.3972539007663727"
"1092","0.33142614364624023","0.33142614364624023","0.33142614364624023"
"1093","0.057605866342782974","0.057605866342782974","0.057605866342782974"
"1094","0.1659657061100006","0.1659657061100006","0.1659657061100006"
"1095","0.22894126176834106","0.22894126176834106","0.22894126176834106"
"1096","0.32724079489707947","0.32724079489707947","0.32724079489707947"
"1097","0.3908000588417053","0.3908000588417053","0.3908000588417053"
"1098","0.24516306817531586","0.24516306817531586","0.24516306817531586"
"1099","0.45919159054756165","0.45919159054756165","0.45919159054756165"
"1100","0.19181621074676514","0.19181621074676514","0.19181621074676514"
"1101","0.2469986230134964","0.2469986230134964","0.2469986230134964"
"1102","-0.012152627110481262","-0.012152627110481262","-0.012152627110481262"
"1103","0.486559122800827","0.486559122800827","0.486559122800827"
"1104","0.09299911558628082","0.09299911558628082","0.09299911558628082"
"1105","0.1600186675786972","0.1600186675786972","0.1600186675786972"
"1106","0.41511231660842896","0.41511231660842896","0.41511231660842896"
"1107","0.02039065957069397","0.02039065957069397","0.02039065957069397"
"1108","-0.05371633917093277","-0.05371633917093277","-0.05371633917093277"
"1109","0.2599678635597229","0.2599678635597229","0.2599678635597229"
"1110","0.2669651508331299","0.2669651508331299","0.2669651508331299"
"1111","0.41861599683761597","0.41861599683761597","0.41861599683761597"
"1112","0.1892203390598297","0.1892203390598297","0.1892203390598297"
"1113","0.21338839828968048","0.21338839828968048","0.21338839828968048"
"1114","0.23913609981536865","0.23913609981536865","0.23913609981536865"
"1115","0.43695303797721863","0.43695303797721863","0.43695303797721863"
"1116","0.2127496898174286","0.2127496898174286","0.2127496898174286"
"1117","0.3174317181110382","0.3174317181110382","0.3174317181110382"
"1118","0.4358425736427307","0.4358425736427307","0.4358425736427307"
"1119","0.24108271300792694","0.24108271300792694","0.24108271300792694"
"1120","0.1586635857820511","0.1586635857820511","0.1586635857820511"
"1121","0.3040316104888916","0.3040316104888916","0.3040316104888916"
"1122","0.26406827569007874","0.26406827569007874","0.26406827569007874"
"1123","0.3581715226173401","0.3581715226173401","0.3581715226173401"
"1124","0.29491758346557617","0.29491758346557617","0.29491758346557617"
"1125","0.5034385919570923","0.5034385919570923","0.5034385919570923"
"1126","0.20328298211097717","0.20328298211097717","0.20328298211097717"
"1127","0.29390430450439453","0.29390430450439453","0.29390430450439453"
"1128","0.09485780447721481","0.09485780447721481","0.09485780447721481"
"1129","0.1552821546792984","0.1552821546792984","0.1552821546792984"
"1130","0.1704968512058258","0.1704968512058258","0.1704968512058258"
"1131","0.18536442518234253","0.18536442518234253","0.18536442518234253"
"1132","0.19512629508972168","0.19512629508972168","0.19512629508972168"
"1133","0.34790506958961487","0.34790506958961487","0.34790506958961487"
"1134","0.3862118721008301","0.3862118721008301","0.3862118721008301"
"1135","0.08415497839450836","0.08415497839450836","0.08415497839450836"
"1136","0.04422789812088013","0.04422789812088013","0.04422789812088013"
"1137","0.31124362349510193","0.31124362349510193","0.31124362349510193"
"1138","0.22264276444911957","0.22264276444911957","0.22264276444911957"
"1139","-0.009134594351053238","-0.009134594351053238","-0.009134594351053238"
"1140","0.11321311444044113","0.11321311444044113","0.11321311444044113"
"1141","0.39873626828193665","0.39873626828193665","0.39873626828193665"
"1142","0.3129212260246277","0.3129212260246277","0.3129212260246277"
"1143","0.20594045519828796","0.20594045519828796","0.20594045519828796"
"1144","0.2937736213207245","0.2937736213207245","0.2937736213207245"
"1145","0.2956095039844513","0.2956095039844513","0.2956095039844513"
"1146","0.0449129194021225","0.0449129194021225","0.0449129194021225"
"1147","0.3607805073261261","0.3607805073261261","0.3607805073261261"
"1148","0.3276404142379761","0.3276404142379761","0.3276404142379761"
"1149","-0.024038851261138916","-0.024038851261138916","-0.024038851261138916"
"1150","0.300743043422699","0.300743043422699","0.300743043422699"
"1151","0.05206393450498581","0.05206393450498581","0.05206393450498581"
"1152","0.30364835262298584","0.30364835262298584","0.30364835262298584"
"1153","0.18572115898132324","0.18572115898132324","0.18572115898132324"
"1154","-0.02430253103375435","-0.02430253103375435","-0.02430253103375435"
"1155","0.15067191421985626","0.15067191421985626","0.15067191421985626"
"1156","0.12709543108940125","0.12709543108940125","0.12709543108940125"
"1157","0.3683398365974426","0.3683398365974426","0.3683398365974426"
"1158","0.22336581349372864","0.22336581349372864","0.22336581349372864"
"1159","0.33227813243865967","0.33227813243865967","0.33227813243865967"
"1160","0.40832969546318054","0.40832969546318054","0.40832969546318054"
"1161","0.34723928570747375","0.34723928570747375","0.34723928570747375"
"1162","0.26591140031814575","0.26591140031814575","0.26591140031814575"
"1163","0.26079773902893066","0.26079773902893066","0.26079773902893066"
"1164","0.3722233474254608","0.3722233474254608","0.3722233474254608"
"1165","0.10873907804489136","0.10873907804489136","0.10873907804489136"
"1166","0.3560292720794678","0.3560292720794678","0.3560292720794678"
"1167","0.3979887068271637","0.3979887068271637","0.3979887068271637"
"1168","0.4295017123222351","0.4295017123222351","0.4295017123222351"
"1169","0.44023749232292175","0.44023749232292175","0.44023749232292175"
"1170","0.3996129035949707","0.3996129035949707","0.3996129035949707"
"1171","0.34385308623313904","0.34385308623313904","0.34385308623313904"
"1172","0.14424994587898254","0.14424994587898254","0.14424994587898254"
"1173","0.307939350605011","0.307939350605011","0.307939350605011"
"1174","0.1233898252248764","0.1233898252248764","0.1233898252248764"
"1175","0.2911587357521057","0.2911587357521057","0.2911587357521057"
"1176","0.2812352776527405","0.2812352776527405","0.2812352776527405"
"1177","0.3498331308364868","0.3498331308364868","0.3498331308364868"
"1178","0.36325424909591675","0.36325424909591675","0.36325424909591675"
"1179","0.2532433867454529","0.2532433867454529","0.2532433867454529"
"1180","0.20080071687698364","0.20080071687698364","0.20080071687698364"
"1181","0.36319059133529663","0.36319059133529663","0.36319059133529663"
"1182","0.35714566707611084","0.35714566707611084","0.35714566707611084"
"1183","0.3835161328315735","0.3835161328315735","0.3835161328315735"
"1184","0.45338284969329834","0.45338284969329834","0.45338284969329834"
"1185","0.2964666485786438","0.2964666485786438","0.2964666485786438"
"1186","0.12087178230285645","0.12087178230285645","0.12087178230285645"
"1187","0.3115731179714203","0.3115731179714203","0.3115731179714203"
"1188","0.18010622262954712","0.18010622262954712","0.18010622262954712"
"1189","0.21319757401943207","0.21319757401943207","0.21319757401943207"
"1190","0.35522258281707764","0.35522258281707764","0.35522258281707764"
"1191","0.2560862600803375","0.2560862600803375","0.2560862600803375"
"1192","0.20274125039577484","0.20274125039577484","0.20274125039577484"
"1193","0.09961756318807602","0.09961756318807602","0.09961756318807602"
"1194","0.1682814359664917","0.1682814359664917","0.1682814359664917"
"1195","0.2726699411869049","0.2726699411869049","0.2726699411869049"
"1196","0.05257372930645943","0.05257372930645943","0.05257372930645943"
"1197","0.25487205386161804","0.25487205386161804","0.25487205386161804"
"1198","0.5128848552703857","0.5128848552703857","0.5128848552703857"
"1199","0.5796612501144409","0.5796612501144409","0.5796612501144409"
"1200","0.43271031975746155","0.43271031975746155","0.43271031975746155"
"1201","0.39318376779556274","0.39318376779556274","0.39318376779556274"
"1202","0.22271311283111572","0.22271311283111572","0.22271311283111572"
"1203","0.3125721216201782","0.3125721216201782","0.3125721216201782"
"1204","0.3133086860179901","0.3133086860179901","0.3133086860179901"
"1206","0","0","0"
"1207","-0.0012825727462768555","-0.0012825727462768555","-0.0012825727462768555"
"1208","-0.0039043910801410675","-0.0039043910801410675","-0.0039043910801410675"
"1209","-0.043931037187576294","-0.043931037187576294","-0.043931037187576294"
"1210","-0.10653086751699448","-0.10653086751699448","-0.10653086751699448"
"1211","-0.1439264416694641","-0.1439264416694641","-0.1439264416694641"
"1212","-0.16433274745941162","-0.16433274745941162","-0.16433274745941162"
"1213","-0.145999014377594","-0.145999014377594","-0.145999014377594"
"1214","-0.1438174843788147","-0.1438174843788147","-0.1438174843788147"
"1215","-0.2898475229740143","-0.2898475229740143","-0.2898475229740143"
"1216","-0.4079734683036804","-0.4079734683036804","-0.4079734683036804"
"1217","-0.3616749346256256","-0.3616749346256256","-0.3616749346256256"
"1218","-0.3558669090270996","-0.3558669090270996","-0.3558669090270996"
"1219","-0.45054447650909424","-0.45054447650909424","-0.45054447650909424"
"1220","-0.43745988607406616","-0.43745988607406616","-0.43745988607406616"
"1221","-0.5685923099517822","-0.5685923099517822","-0.5685923099517822"
"1222","-0.44196733832359314","-0.44196733832359314","-0.44196733832359314"
"1223","-0.9471988677978516","-0.9471988677978516","-0.9471988677978516"
"1224","-0.9245408773422241","-0.9245408773422241","-0.9245408773422241"
"1225","-0.9374480247497559","-0.9374480247497559","-0.9374480247497559"
"1226","-1.0621601343154907","-1.0621601343154907","-1.0621601343154907"
"1227","-1.0285873413085938","-1.0285873413085938","-1.0285873413085938"
"1228","-0.8350253701210022","-0.8350253701210022","-0.8350253701210022"
"1229","-1.0578670501708984","-1.0578670501708984","-1.0578670501708984"
"1230","-1.0380167961120605","-1.0380167961120605","-1.0380167961120605"
"1231","-1.0222903490066528","-1.0222903490066528","-1.0222903490066528"
"1232","-1.1348686218261719","-1.1348686218261719","-1.1348686218261719"
"1233","-1.3899372816085815","-1.3899372816085815","-1.3899372816085815"
"1234","-1.5552691221237183","-1.5552691221237183","-1.5552691221237183"
"1235","-1.167109727859497","-1.167109727859497","-1.167109727859497"
"1236","-1.4802501201629639","-1.4802501201629639","-1.4802501201629639"
"1237","-1.093738079071045","-1.093738079071045","-1.093738079071045"
"1238","-1.3448364734649658","-1.3448364734649658","-1.3448364734649658"
"1239","-1.6507434844970703","-1.6507434844970703","-1.6507434844970703"
"1240","-1.5041977167129517","-1.5041977167129517","-1.5041977167129517"
"1241","-1.8935108184814453","-1.8935108184814453","-1.8935108184814453"
"1242","-1.3811272382736206","-1.3811272382736206","-1.3811272382736206"
"1243","-1.6147867441177368","-1.6147867441177368","-1.6147867441177368"
"1244","-1.3505882024765015","-1.3505882024765015","-1.3505882024765015"
"1245","-1.4672529697418213","-1.4672529697418213","-1.4672529697418213"
"1246","-1.6485766172409058","-1.6485766172409058","-1.6485766172409058"
"1247","-1.4411054849624634","-1.4411054849624634","-1.4411054849624634"
"1248","-1.9934072494506836","-1.9934072494506836","-1.9934072494506836"
"1249","-1.213612675666809","-1.213612675666809","-1.213612675666809"
"1250","-1.6667113304138184","-1.6667113304138184","-1.6667113304138184"
"1251","-1.2028744220733643","-1.2028744220733643","-1.2028744220733643"
"1252","-2.029850482940674","-2.029850482940674","-2.029850482940674"
"1253","-1.3689980506896973","-1.3689980506896973","-1.3689980506896973"
"1254","-2.0754246711730957","-2.0754246711730957","-2.0754246711730957"
"1255","-1.272234559059143","-1.272234559059143","-1.272234559059143"
"1256","-1.4694932699203491","-1.4694932699203491","-1.4694932699203491"
"1257","-1.0650544166564941","-1.0650544166564941","-1.0650544166564941"
"1258","-1.2908567190170288","-1.2908567190170288","-1.2908567190170288"
"1259","-1.3762309551239014","-1.3762309551239014","-1.3762309551239014"
"1260","-1.1833951473236084","-1.1833951473236084","-1.1833951473236084"
"1261","-1.1426061391830444","-1.1426061391830444","-1.1426061391830444"
"1262","-1.3041306734085083","-1.3041306734085083","-1.3041306734085083"
"1263","-1.3295092582702637","-1.3295092582702637","-1.3295092582702637"
"1264","-1.1484321355819702","-1.1484321355819702","-1.1484321355819702"
"1265","-1.4031662940979004","-1.4031662940979004","-1.4031662940979004"
"1266","-1.1726830005645752","-1.1726830005645752","-1.1726830005645752"
"1267","-0.9313199520111084","-0.9313199520111084","-0.9313199520111084"
